0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Canada,3,3,0,1,1,0,114,165,55.00,75.34,1,0
England,1,1,0,0,0,1,0,0,0.00,,0,0
Hong Kong,1,1,0,0,0,0,18,18,18.00,90.00,0,0
India,1,1,0,0,0,0,31,31,31.00,88.57,0,0
Ireland,8,8,0,0,1,0,51,131,16.38,64.53,0,0
Kenya,3,3,1,0,0,0,41,58,29.00,62.37,1,0
Netherlands,3,3,0,0,0,0,34,52,17.33,55.32,0,0
New Zealand,1,1,0,0,0,0,31,31,31.00,81.58,0,0
Pakistan,2,2,0,0,0,0,44,53,26.50,74.65,1,0
Scotland,5,5,0,0,0,0,45,73,14.60,70.19,4,0
South Africa,1,1,0,0,0,0,32,32,32.00,55.17,0,0
Sri Lanka,1,1,0,0,0,0,21,21,21.00,51.22,0,0
United Arab Emirates,1,1,0,0,1,0,53,53,53.00,72.60,0,0
West Indies,3,2,0,0,0,0,8,13,6.50,44.83,0,0
Zimbabwe,17,17,0,0,4,3,63,485,28.53,57.88,8,0
Overall (15),51,50,1,1,7,4,114,1216,24.82,63.23,15,0
