0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,15,15,3,1,4,4,107*,445,37.08,86.41,4,0
Bellerive Oval,7,7,1,1,1,0,134*,272,45.33,88.31,1,0
Brisbane Cricket Ground,18,18,2,1,2,1,106,464,29.00,69.88,7,0
Cazaly's Stadium,2,1,0,0,0,0,29,29,29.00,44.62,2,0
Etihad Stadium,12,12,0,0,3,1,68,334,27.83,73.41,8,0
Marrara Cricket Ground,1,1,0,1,0,0,101,101,101.00,85.59,2,0
Melbourne Cricket Ground,41,41,4,7,15,1,123,2108,56.97,84.46,18,0
Sydney Cricket Ground,43,41,2,2,6,3,124,1326,34.00,77.73,15,0
WACA Ground,15,15,0,1,1,0,111,442,29.47,75.30,5,0
,,,,,,,,,,,,
