0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Afghanistan,1,1,0,0,0,0,2,2,2.00,18.18,0,0
Hong Kong,1,0,0,0,0,0,0,0,,,1,0
Ireland,5,5,0,0,0,0,21,70,14.00,63.06,1,0
Nepal,1,1,1,0,1,0,57*,57,,123.91,0,0
Papua New Guinea,4,3,1,0,0,0,16,26,13.00,61.90,0,0
Scotland,4,4,1,0,0,0,43*,120,40.00,80.00,1,0
West Indies,1,1,0,0,0,0,45,45,45.00,125.00,0,0
Zimbabwe,1,1,1,0,0,0,10*,10,,76.92,1,0
Overall (8),18,16,4,0,1,0,57*,330,27.50,80.68,4,0
