0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,1,1,0,0,0,0,12,12,12.00,120.00,0,0
Bellerive Oval,1,1,0,0,0,0,2,2,2.00,50.00,1,0
Brisbane Cricket Ground,1,1,0,0,0,0,17,17,17.00,70.83,0,0
Cambusdoon New Ground,2,2,0,0,1,0,53,85,42.50,73.91,3,1
Castle Avenue,11,11,1,0,1,0,58*,231,23.10,66.00,11,2
Civil Service Cricket Club,15,15,2,0,3,0,72,357,27.46,65.87,9,2
County Ground (Bristol),1,1,0,0,0,0,16,16,16.00,39.02,0,0
Dubai International Cricket Stadium,3,3,1,0,1,0,80*,135,67.50,67.50,2,0
Eden Gardens,2,2,1,0,1,0,57*,67,67.00,90.54,1,0
Greater Noida Sports Complex Ground,4,4,0,0,0,0,34,79,19.75,58.96,2,2
Gymkhana Club Ground,4,4,0,0,0,0,22,35,8.75,62.50,1,1
Harare Sports Club,10,10,0,0,2,1,70,213,21.30,82.56,16,2
ICC Global Cricket Academy,7,6,1,0,2,0,55,166,33.20,83.84,13,0
Jaffrey Sports Club Ground,2,2,0,0,0,1,25,25,12.50,75.76,0,0
Kensington Oval,2,2,0,0,0,1,10,10,5.00,66.67,2,0
Lord's,1,1,0,0,0,0,15,15,15.00,88.24,1,0
M Chinnaswamy Stadium,2,2,0,0,0,0,46,75,37.50,65.79,1,0
Manuka Oval,1,1,0,0,0,0,14,14,14.00,155.56,1,0
National Cricket Stadium (Grenada),1,1,0,0,0,0,4,4,4.00,14.29,0,0
Old Hararians Sports Club,1,1,0,0,0,0,4,4,4.00,100.00,1,0
Providence Stadium,3,3,0,0,1,0,63,118,39.33,59.00,4,0
Punjab Cricket Association IS Bindra Stadium,1,1,0,0,0,0,25,25,25.00,80.65,1,0
Queen's Park Oval,1,1,0,0,0,0,11,11,11.00,57.89,0,0
Ruaraka Sports Club Ground,1,1,0,0,0,0,9,9,9.00,45.00,2,0
Sabina Park,4,4,0,0,1,0,72,134,33.50,62.62,3,0
Saxton Oval,1,1,1,0,1,0,79*,79,,131.67,0,0
Seddon Park,1,1,0,0,1,0,75,75,75.00,100.00,0,0
Sharjah Cricket Stadium,3,3,0,0,0,0,13,22,7.33,41.51,3,1
Shere Bangla National Stadium,4,4,0,0,1,0,70,141,35.25,76.63,2,1
SuperSport Park,1,1,1,0,0,0,38*,38,,69.09,1,0
The Village,7,6,0,1,0,0,109,190,31.67,71.97,9,1
VRA Ground,2,2,0,0,2,0,70,120,60.00,71.01,0,0
Willowmoore Park,2,2,1,0,0,0,32,57,57.00,83.82,0,1
Overall (33),103,101,9,1,18,3,109,2581,28.05,70.95,90,14
