0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Bangladesh,18.2,0,111,2,0,1/49,55.50,55.00,6.05
West Indies,17.0,1,90,4,0,3/60,22.50,25.50,5.29
Overall (2),35.2,1,201,6,0,3/60,33.50,35.33,5.69
