0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,5.0,0,45,0,0,0/45,,,9.00
Arnos Vale Ground,10.0,0,39,1,0,1/12,39.00,60.00,3.90
Bangabandhu National Stadium,4.4,0,41,1,0,1/41,41.00,28.00,8.79
Brisbane Cricket Ground,17.0,1,63,3,0,3/32,21.00,34.00,3.71
Edgbaston,13.5,1,79,4,1,4/23,19.75,20.75,5.71
Headingley,5.0,0,22,2,0,2/22,11.00,15.00,4.40
Kennington Oval,5.0,0,33,1,0,1/25,33.00,30.00,6.60
Kensington Oval,14.5,0,90,3,0,2/43,30.00,29.67,6.07
Lord's,17.2,0,74,3,0,1/18,24.67,34.67,4.27
Melbourne Cricket Ground,23.0,0,99,3,0,2/46,33.00,46.00,4.30
Old Trafford,2.0,0,13,0,0,0/13,,,6.50
Queen's Park Oval,2.0,0,33,0,0,0/33,,,16.50
Sharjah Cricket Stadium,42.0,1,194,4,0,2/35,48.50,63.00,4.62
Sydney Cricket Ground,24.0,0,114,3,0,2/48,38.00,48.00,4.75
Trent Bridge,15.4,0,80,4,1,4/45,20.00,23.50,5.11
Overall (15),201.2,3,1019,32,2,4/23,31.84,37.75,5.06
