0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Khan Shaheb Osman Ali Stadium,20.0,1,107,2,0,1/51,53.50,60.00,5.35
Kingsmead,4.0,0,23,0,0,0/23,,,5.75
Rajiv Gandhi International Stadium,5.0,0,45,0,0,0/45,,,9.00
Shere Bangla National Stadium,23.4,1,81,3,0,2/29,27.00,47.33,3.42
Overall (4),52.4,2,256,5,0,2/29,51.20,63.20,4.86
