0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Khan Shaheb Osman Ali Stadium,2,2,0,0,0,0,9,11,5.50,78.57,3,0
Shere Bangla National Stadium,3,3,1,0,0,0,44,67,33.50,87.01,1,0
,,,,,,,,,,,,
