0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,2,2,2,0,0,0,25*,34,,66.67,1,0
AMI Stadium,2,2,1,0,0,0,41,41,41.00,61.19,0,1
Basin Reserve,3,3,0,0,0,0,11,23,7.67,95.83,2,0
Bellerive Oval,2,2,1,0,0,0,49*,54,54.00,50.47,4,0
Brisbane Cricket Ground,3,3,2,0,0,0,36*,61,61.00,135.56,6,0
Carisbrook,3,3,1,0,0,1,24*,29,14.50,111.54,3,0
Eden Park,4,4,0,0,0,1,8,17,4.25,36.96,6,0
Melbourne Cricket Ground,4,4,0,0,0,0,7,13,3.25,38.24,3,0
Moti Bagh Stadium,1,1,1,0,0,0,11*,11,,68.75,0,0
Nehru Stadium (Indore),1,1,0,0,0,0,17,17,17.00,85.00,1,0
R Premadasa Stadium,1,1,1,0,0,0,26*,26,,61.90,0,0
Seddon Park,1,1,0,0,0,0,41,41,41.00,95.35,2,0
Sharjah Cricket Stadium,4,4,1,0,0,2,6*,12,4.00,66.67,3,0
Sinhalese Sports Club Ground,1,1,0,0,0,1,0,0,0.00,,0,0
Sydney Cricket Ground,4,4,1,0,0,1,9,15,5.00,30.61,4,0
WACA Ground,2,2,0,0,0,0,32,48,24.00,65.75,2,0
Overall (16),38,38,11,0,0,6,49*,442,16.37,66.77,37,1
