0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Arun Jaitley Stadium,5.0,0,25,0,0,0/25,,,5.00
Castle Avenue,14.0,0,97,1,0,1/71,97.00,84.00,6.93
Civil Service Cricket Club,10.0,1,32,3,0,3/32,10.67,20.00,3.20
County Ground (Southampton),9.0,0,51,1,0,1/51,51.00,54.00,5.67
"Cricket, Skating & Curling Club",6.0,0,14,0,0,,,,2.33
Darren Sammy National Cricket Stadium,24.0,1,110,2,0,2/25,55.00,72.00,4.58
Diamond Oval,2.0,0,15,0,0,,,,7.50
Gymkhana Club Ground,128.0,8,562,14,0,2/20,40.14,54.86,4.39
Harare Sports Club,33.0,1,172,2,0,1/37,86.00,99.00,5.21
Hazelaarweg,17.0,0,70,1,0,1/22,70.00,102.00,4.12
Khan Shaheb Osman Ali Stadium,18.5,0,84,1,0,1/39,84.00,113.00,4.46
M Chinnaswamy Stadium,10.0,0,46,2,0,2/46,23.00,30.00,4.60
MA Chidambaram Stadium,2.0,0,21,0,0,0/21,,,10.50
Mahinda Rajapaksha International Cricket Stadium,7.0,0,64,1,0,1/64,64.00,42.00,9.14
Mangaung Oval,5.2,0,43,0,0,,,,8.06
Maple Leaf North - West Ground,1.0,0,2,0,0,,,,2.00
Mombasa Sports Ground,56.2,3,271,11,0,3/32,24.64,30.73,4.81
Newlands,3.0,0,26,0,0,0/26,,,8.67
Queens Sports Club,13.0,0,51,1,0,1/26,51.00,78.00,3.92
R Premadasa Stadium,3.0,0,39,1,0,1/25,39.00,18.00,13.00
Ruaraka Sports Club Ground,8.0,0,52,0,0,0/52,,,6.50
Senwes Park,13.0,1,68,0,0,0/19,,,5.23
Shaheed Chandu Stadium,9.0,1,63,1,0,1/63,63.00,54.00,7.00
Sheikh Abu Naser Stadium,3.5,0,35,0,0,0/35,,,9.13
Simba Union Ground,1.0,0,15,0,0,0/15,,,15.00
Sportpark Thurlede,11.0,1,45,0,0,0/10,,,4.09
Sportpark Westvliet,9.2,1,36,4,1,4/36,9.00,14.00,3.86
The Cooper Associates County Ground,9.0,0,38,0,0,0/38,,,4.22
VRA Ground,5.0,1,22,2,0,2/22,11.00,15.00,4.40
Overall (29),436.4,19,2169,48,1,4/36,45.19,54.58,4.97
