0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,1,1,0,1,0,0,100,100,100.00,91.74,1,0
Basin Reserve,3,3,0,0,1,1,62,72,24.00,73.47,1,0
Brisbane Cricket Ground,1,1,0,0,0,0,33,33,33.00,71.74,0,0
County Ground (Bristol),1,1,0,0,0,0,15,15,15.00,136.36,1,0
Dubai International Cricket Stadium,6,6,0,1,2,0,103,335,55.83,82.72,2,0
Eden Park,1,1,0,0,1,0,83,83,83.00,107.79,2,0
Edgbaston,3,3,2,1,0,0,101*,140,140.00,74.07,1,0
Gaddafi Stadium,1,1,0,0,1,0,54,54,54.00,90.00,0,0
Headingley,3,3,0,0,1,0,80,137,45.67,88.39,3,0
Kennington Oval,2,2,0,0,0,0,46,62,31.00,86.11,1,0
Kingsmead,1,1,0,0,0,0,12,12,12.00,80.00,0,0
Lord's,3,3,0,0,2,0,96,195,65.00,92.42,1,0
Melbourne Cricket Ground,1,1,0,0,0,0,34,34,34.00,69.39,0,0
National Stadium (Karachi),2,2,0,1,0,0,115,146,73.00,111.45,0,0
Newlands,1,1,0,0,0,0,24,24,24.00,96.00,0,0
Old Trafford,1,1,0,0,0,0,48,48,48.00,84.21,2,0
Pallekele International Cricket Stadium,1,1,0,0,0,0,12,12,12.00,63.16,0,0
Providence Stadium,3,3,1,1,0,0,125*,154,77.00,88.00,3,0
Queens Sports Club,5,4,3,1,0,0,106*,184,184.00,102.22,3,0
Rangiri Dambulla International Stadium,1,1,0,0,0,0,25,25,25.00,83.33,1,0
Saxton Oval,1,1,0,0,0,0,10,10,10.00,58.82,0,0
Seddon Park,1,1,0,0,0,0,3,3,3.00,33.33,1,0
Sharjah Cricket Stadium,5,4,1,2,1,0,123,334,111.33,86.08,2,0
Sheikh Zayed Stadium,9,9,1,2,2,1,117,427,53.38,86.44,5,0
Sophia Gardens,3,3,1,0,0,0,38*,79,39.50,85.87,2,0
St George's Park,1,1,0,0,0,0,49,49,49.00,71.01,0,0
SuperSport Park,1,1,0,0,1,0,69,69,69.00,95.83,1,0
Sydney Cricket Ground,1,1,0,0,0,0,31,31,31.00,79.49,0,0
The Cooper Associates County Ground,1,1,0,0,0,0,30,30,30.00,107.14,0,0
The Rose Bowl,2,2,0,0,1,0,51,91,45.50,96.81,1,0
The Village,1,1,0,0,0,0,29,29,29.00,100.00,0,0
Trent Bridge,4,4,0,1,1,0,115,209,52.25,90.87,1,0
University Oval,1,1,0,0,0,0,8,8,8.00,28.57,0,0
WACA Ground,1,1,0,0,1,0,84,84,84.00,84.00,0,0
Wanderers Stadium,1,1,1,0,0,0,41*,41,,77.36,1,0
Overall (35),74,72,10,11,15,2,125*,3359,54.18,87.11,36,0
