0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
India,12.0,0,36,2,0,2/36,18.00,36.00,3.00
New Zealand,8.0,2,18,0,0,0/18,,,2.25
Overall (2),20.0,2,54,2,0,2/36,27.00,60.00,2.70
