0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,4,4,1,0,2,0,51,145,48.33,80.11,0,0
Bellerive Oval,3,2,1,0,1,0,51,100,100.00,81.97,1,0
Brisbane Cricket Ground,5,4,1,0,0,1,38,82,27.33,76.64,0,0
Cazaly's Stadium,2,0,0,0,0,0,0,0,,,0,0
Etihad Stadium,3,3,1,0,1,0,50,109,54.50,65.66,0,0
Melbourne Cricket Ground,10,9,3,0,2,1,92*,315,52.50,89.49,5,0
Sydney Cricket Ground,12,11,3,0,3,0,76,355,44.38,78.37,1,0
WACA Ground,4,4,1,1,0,0,119,198,66.00,84.98,1,0
,,,,,,,,,,,,
