0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,17.0,0,100,1,0,1/36,100.00,102.00,5.88
Barabati Stadium,10.0,3,60,4,1,4/60,15.00,15.00,6.00
Bay Oval,7.4,1,42,2,0,2/42,21.00,23.00,5.48
Bellerive Oval,9.5,0,58,2,0,2/58,29.00,29.50,5.90
Brisbane Cricket Ground,26.0,0,117,7,1,6/45,16.71,22.29,4.50
Castle Avenue,6.0,1,20,0,0,0/20,,,3.33
County Ground (Bristol),27.0,2,133,7,1,4/67,19.00,23.14,4.93
Darren Sammy National Cricket Stadium,6.0,0,56,1,0,1/56,56.00,36.00,9.33
Dubai International Cricket Stadium,8.0,1,46,0,0,0/46,,,5.75
Eden Gardens,10.0,0,75,2,0,2/75,37.50,30.00,7.50
Eden Park,9.0,0,34,1,0,1/34,34.00,54.00,3.78
Edgbaston,30.0,3,154,5,0,3/20,30.80,36.00,5.13
Hagley Oval,15.2,1,57,5,0,3/32,11.40,18.40,3.72
Headingley,33.0,3,175,10,2,5/54,17.50,19.80,5.30
Himachal Pradesh Cricket Association Stadium,9.0,1,45,1,0,1/45,45.00,54.00,5.00
Kennington Oval,31.0,1,183,3,0,3/71,61.00,62.00,5.90
Kensington Oval,18.0,1,75,5,0,3/16,15.00,21.60,4.17
Lord's,42.5,3,207,8,0,3/37,25.88,32.13,4.83
Maharashtra Cricket Association Stadium,8.0,0,44,0,0,0/44,,,5.50
Mahinda Rajapaksha International Cricket Stadium,7.0,0,41,3,0,3/41,13.67,14.00,5.86
McLean Park,10.0,0,68,3,0,3/68,22.67,20.00,6.80
Melbourne Cricket Ground,20.0,0,130,2,0,1/65,65.00,60.00,6.50
National Cricket Stadium (Grenada),10.0,0,91,0,0,,,,9.10
Nehru Stadium (Kochi),9.0,0,60,1,0,1/60,60.00,54.00,6.67
Newlands,5.0,0,32,0,0,0/32,,,6.40
Old Trafford,21.0,0,104,2,0,2/41,52.00,63.00,4.95
Pallekele International Cricket Stadium,32.0,1,180,9,1,6/47,20.00,21.33,5.63
R Premadasa Stadium,33.0,0,215,3,0,2/68,71.67,66.00,6.52
Rangiri Dambulla International Stadium,5.0,0,26,3,0,3/26,8.67,10.00,5.20
Riverside Ground,8.0,0,44,1,0,1/44,44.00,48.00,5.50
Seddon Park,18.2,0,99,4,0,2/47,24.75,27.50,5.40
Sharjah Cricket Stadium,9.5,0,40,4,1,4/40,10.00,14.75,4.07
Sheikh Zayed Stadium,16.4,0,73,4,1,4/33,18.25,25.00,4.38
Shere Bangla National Stadium,16.0,1,78,2,0,2/40,39.00,48.00,4.88
Sir Vivian Richards Stadium,17.0,2,73,4,1,4/47,18.25,25.50,4.29
Sophia Gardens,34.0,1,202,5,1,4/52,40.40,40.80,5.94
Sydney Cricket Ground,34.2,1,201,7,1,4/40,28.71,29.43,5.85
The Rose Bowl,40.0,4,237,3,0,1/16,79.00,80.00,5.93
Trent Bridge,37.4,3,246,10,1,4/41,24.60,22.60,6.53
University Oval,8.0,2,42,1,0,1/42,42.00,48.00,5.25
WACA Ground,19.1,1,136,2,0,2/47,68.00,57.50,7.10
Wanderers Stadium,8.0,1,42,1,0,1/42,42.00,48.00,5.25
Westpac Stadium,22.2,2,120,4,0,2/8,30.00,33.50,5.37
Zahur Ahmed Chowdhury Stadium,8.0,0,66,0,0,0/66,,,8.25
Overall (44),773.0,40,4327,142,12,6/45,30.47,32.66,5.60
