0,1,2,3,4,5,6,7,8,9,10,11
Innings No,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
First,11,2,0,0,2,42*,116,12.89,89.92,12,2
Second,7,2,0,0,0,49,181,36.20,83.03,8,1
Overall,18,4,0,0,2,49,297,21.21,85.59,20,3
