0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,10.0,0,61,2,0,2/61,30.50,30.00,6.10
Arun Jaitley Stadium,9.0,1,17,1,0,1/17,17.00,54.00,1.89
Castle Avenue,18.0,1,113,4,0,2/54,28.25,27.00,6.28
Civil Service Cricket Club,15.0,1,65,6,1,4/12,10.83,15.00,4.33
County Ground (Bristol),8.0,0,57,1,0,1/57,57.00,48.00,7.13
Darren Sammy National Cricket Stadium,46.0,5,226,7,0,3/48,32.29,39.43,4.91
Dubai International Cricket Stadium,44.2,1,253,7,0,3/52,36.14,38.00,5.71
Eden Gardens,9.0,1,39,3,0,3/39,13.00,18.00,4.33
Edgbaston,21.0,0,119,3,0,2/53,39.67,42.00,5.67
Gaddafi Stadium,3.0,0,23,0,0,0/23,,,7.67
Grange Cricket Club,7.0,2,19,3,0,3/19,6.33,14.00,2.71
Harare Sports Club,30.0,4,121,6,1,4/15,20.17,30.00,4.03
Kennington Oval,13.4,1,56,1,0,1/20,56.00,82.00,4.10
Kensington Oval,13.0,0,57,3,0,2/26,19.00,26.00,4.38
Khan Shaheb Osman Ali Stadium,15.0,1,77,0,0,0/16,,,5.13
Kingsmead,9.0,2,45,3,0,3/45,15.00,18.00,5.00
MA Chidambaram Stadium,9.0,1,43,4,1,4/43,10.75,13.50,4.78
Mahinda Rajapaksha International Cricket Stadium,17.0,1,139,1,0,1/64,139.00,102.00,8.18
Mangaung Oval,9.0,0,59,1,0,1/59,59.00,54.00,6.56
Melbourne Cricket Ground,8.0,0,40,2,0,2/40,20.00,24.00,5.00
Newlands,8.0,0,38,1,0,1/38,38.00,48.00,4.75
Providence Stadium,19.0,1,117,3,0,2/60,39.00,38.00,6.16
Queens Sports Club,25.0,2,125,3,0,2/7,41.67,50.00,5.00
Sharjah Cricket Stadium,33.4,0,205,10,0,3/44,20.50,20.20,6.09
Sheikh Zayed Stadium,78.1,2,371,18,1,4/19,20.61,26.06,4.75
Shere Bangla National Stadium,42.3,0,281,4,0,2/67,70.25,63.75,6.61
Sophia Gardens,18.5,3,82,5,0,3/40,16.40,22.60,4.35
St George's Park,9.0,0,42,3,0,3/42,14.00,18.00,4.67
SuperSport Park,6.0,0,29,2,0,2/29,14.50,18.00,4.83
Sydney Cricket Ground,10.0,0,82,0,0,0/82,,,8.20
Trent Bridge,10.0,0,85,1,0,1/85,85.00,60.00,8.50
WACA Ground,9.0,0,58,1,0,1/58,58.00,54.00,6.44
Wanderers Stadium,10.0,2,42,0,0,0/42,,,4.20
Willowmoore Park,7.0,1,30,1,0,1/30,30.00,42.00,4.29
Overall (34),600.1,33,3216,110,4,4/12,29.24,32.74,5.36
