0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Australia,21.0,0,99,3,0,2/46,33.00,42.00,4.71
Bangladesh,55.0,0,261,5,0,2/31,52.20,66.00,4.75
Canada,8.0,0,56,1,0,1/56,56.00,48.00,7.00
England,73.0,0,425,7,0,3/86,60.71,62.57,5.82
India,95.5,2,435,8,0,3/35,54.38,71.88,4.54
Kenya,4.0,0,15,0,0,0/15,,,3.75
Pakistan,65.0,0,360,9,0,2/28,40.00,43.33,5.54
South Africa,74.0,2,310,5,0,3/24,62.00,88.80,4.19
Sri Lanka,97.3,2,452,12,0,2/13,37.67,48.75,4.64
West Indies,41.0,0,230,5,0,2/40,46.00,49.20,5.61
Zimbabwe,55.0,0,313,8,0,3/62,39.13,41.25,5.69
Overall (11),589.2,6,2956,63,0,3/24,46.92,56.13,5.02
