0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
AMI Stadium,9.0,0,30,0,0,0/30,,,3.33
Carisbrook,10.0,0,47,1,0,1/47,47.00,60.00,4.70
Eden Park,10.0,2,32,1,0,1/32,32.00,60.00,3.20
Lord's,11.0,2,29,0,0,0/29,,,2.64
McLean Park,8.0,0,31,0,0,0/31,,,3.88
Melbourne Cricket Ground,10.0,0,61,0,0,0/61,,,6.10
Overall (6),58.0,4,230,2,0,1/32,115.00,174.00,3.97
