0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,4,4,1,0,0,0,10,21,7.00,43.75,0,0
Bellerive Oval,1,1,1,0,0,0,2*,2,,100.00,0,0
Brisbane Cricket Ground,3,2,1,0,0,0,9*,11,11.00,31.43,0,0
Melbourne Cricket Ground,4,4,2,0,0,0,23,31,15.50,79.49,3,0
Sydney Cricket Ground,2,2,0,0,0,0,9,16,8.00,66.67,1,0
WACA Ground,2,2,2,0,0,0,6*,6,,66.67,0,0
,,,,,,,,,,,,
