0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Antigua Recreation Ground,2,2,0,0,0,0,44,75,37.50,88.24,1,0
"Cricket, Skating & Curling Club",1,1,0,0,0,0,7,7,7.00,77.78,1,1
Darren Sammy National Cricket Stadium,3,3,0,0,1,1,58,83,27.67,82.18,1,0
Gymkhana Club Ground,3,3,0,0,0,0,25,46,15.33,170.37,2,1
Jaffrey Sports Club Ground,2,2,0,0,0,0,10,14,7.00,107.69,1,1
Mannofield Park,2,2,0,0,0,1,7,7,3.50,77.78,0,1
Maple Leaf North - West Ground,3,3,0,0,0,0,15,38,12.67,48.10,0,0
Mombasa Sports Ground,2,2,0,0,0,0,26,41,20.50,64.06,1,1
Ruaraka Sports Club Ground,2,2,0,0,0,0,48,85,42.50,78.70,1,0
Senwes Park,2,2,0,0,0,0,30,38,19.00,74.51,1,0
SuperSport Park,1,1,0,0,0,0,36,36,36.00,94.74,0,0
Willowmoore Park,1,1,0,0,0,0,12,12,12.00,63.16,0,0
Overall (12),24,24,0,0,1,2,58,482,20.08,79.93,9,5
