0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Afghanistan,1,0,0,0,0,0,0,0,,,2,0
Australia,1,1,0,0,1,0,95,95,95.00,97.94,0,0
Bangladesh,1,1,0,0,0,0,41,41,41.00,107.89,1,0
England,1,1,0,0,1,0,50,50,50.00,81.97,0,0
India,1,1,0,0,0,0,22,22,22.00,59.46,0,0
New Zealand,1,1,1,0,1,0,67*,67,,104.69,0,0
Pakistan,6,5,2,0,3,0,93,277,92.33,76.31,4,0
Sri Lanka,5,4,2,0,1,0,50,112,56.00,74.17,2,0
West Indies,1,0,0,0,0,0,0,0,,,0,0
Overall (9),18,14,5,0,7,0,95,664,73.78,81.87,9,0
