0,1,2,3,4,5,6,7,8,9,10,11
Innings No,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
First,67,11,6,11,5,150,2320,41.43,127.61,77,16
Second,50,12,3,9,7,121,1523,40.08,109.65,93,15
Overall,117,23,9,20,12,150,3843,40.88,119.83,171,31
