0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Australia,237.5,14,1182,29,1,6/59,40.76,49.21,4.97
Bangladesh,34.0,7,130,3,0,2/36,43.33,68.00,3.82
England,123.2,6,603,30,2,7/36,20.10,24.67,4.89
India,196.0,12,906,37,2,5/31,24.49,31.78,4.62
Kenya,23.0,3,91,5,0,2/31,18.20,27.60,3.96
Netherlands,23.0,4,59,7,1,4/26,8.43,19.71,2.57
New Zealand,298.1,21,1252,79,7,6/30,15.85,22.65,4.20
South Africa,291.0,12,1444,58,5,5/25,24.90,30.10,4.96
Sri Lanka,414.0,24,2046,84,5,6/26,24.36,29.57,4.94
United Arab Emirates,7.0,1,33,1,0,1/33,33.00,42.00,4.71
West Indies,346.2,28,1618,60,4,5/52,26.97,34.63,4.67
Zimbabwe,122.4,11,555,23,0,3/14,24.13,32.00,4.52
Overall (12),2116.2,143,9919,416,27,7/36,23.84,30.52,4.69
