0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Khan Shaheb Osman Ali Stadium,2,2,0,0,0,0,45,90,45.00,78.26,0,0
Shaheed Chandu Stadium,1,0,0,0,0,0,0,0,,,0,0
Sheikh Abu Naser Stadium,1,0,0,0,0,0,0,0,,,1,0
,,,,,,,,,,,,
