0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Australia,26.0,1,120,3,0,1/25,40.00,52.00,4.62
Canada,3.0,0,21,0,0,0/21,,,7.00
India,4.0,0,5,2,0,2/5,2.50,12.00,1.25
Ireland,9.0,0,51,1,0,1/51,51.00,54.00,5.67
New Zealand,15.0,0,108,0,0,0/5,,,7.20
Pakistan,26.0,0,95,4,0,2/13,23.75,39.00,3.65
Sri Lanka,44.0,1,205,4,0,2/44,51.25,66.00,4.66
West Indies,13.0,0,61,0,0,0/19,,,4.69
Overall (8),140.0,2,666,14,0,2/5,47.57,60.00,4.76
