0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
India,5,5,1,0,0,1,15,18,4.50,34.62,2,0
Ireland,5,4,0,0,0,1,36,62,15.50,50.41,2,0
Kenya,7,7,1,0,3,0,77*,278,46.33,59.53,4,0
Netherlands,15,15,3,0,1,2,55*,267,22.25,62.97,4,0
Pakistan,4,4,0,0,1,0,54,90,22.50,58.44,2,0
Scotland,3,3,1,0,0,0,35*,51,25.50,72.86,0,0
South Africa,12,12,3,0,3,2,64*,256,28.44,57.40,9,0
Sri Lanka,2,2,0,0,0,1,7,7,3.50,63.64,2,0
West Indies,3,3,1,0,0,0,43*,53,26.50,55.79,0,0
Zimbabwe,1,1,0,0,0,0,15,15,15.00,48.39,1,0
,,,,,,,,,,,,
