0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Arbab Niaz Stadium,1,1,0,0,1,0,54,54,54.00,58.06,0,0
Arun Jaitley Stadium,2,2,0,0,0,1,1,1,0.50,10.00,0,0
Boland Park,2,2,0,0,0,1,8,8,4.00,34.78,2,0
Buffalo Park,1,1,0,0,0,0,2,2,2.00,12.50,1,0
Cambusdoon New Ground,2,2,0,0,0,0,8,16,8.00,59.26,0,0
Castle Avenue,3,3,0,0,0,1,16,26,8.67,40.63,0,0
Civil Service Cricket Club,2,1,0,0,0,0,36,36,36.00,61.02,2,0
Gaddafi Stadium,2,2,0,0,0,0,6,9,4.50,81.82,1,0
Gymkhana Club Ground,4,4,0,0,1,0,56,122,30.50,55.20,1,0
Hazelaarweg,6,6,2,0,0,0,41*,114,28.50,69.94,1,0
Jaffrey Sports Club Ground,1,1,0,0,0,0,8,8,8.00,38.10,1,0
Mangaung Oval,1,1,0,0,0,0,5,5,5.00,71.43,1,0
Punjab Cricket Association IS Bindra Stadium,1,1,0,0,0,0,15,15,15.00,57.69,0,0
Queens Sports Club,1,1,0,0,0,0,15,15,15.00,48.39,1,0
R Premadasa Stadium,1,1,0,0,0,1,0,0,0.00,,1,0
Rawalpindi Cricket Stadium,1,1,0,0,0,0,27,27,27.00,54.00,1,0
Reliance Stadium,1,1,1,0,0,0,1*,1,,16.67,2,0
Ruaraka Sports Club Ground,2,2,1,0,2,0,77*,148,148.00,65.78,2,0
Senwes Park,6,6,3,0,3,0,64*,234,78.00,60.94,4,0
Sinhalese Sports Club Ground,1,1,0,0,0,0,7,7,7.00,70.00,1,0
Sportpark Westvliet,2,2,0,0,0,0,19,22,11.00,36.07,1,0
Titwood,1,1,1,0,0,0,35*,35,,81.40,0,0
Vidarbha Cricket Association Stadium,1,1,0,0,0,0,1,1,1.00,10.00,0,0
VRA Ground,7,7,1,0,1,2,55*,131,21.83,65.50,2,0
Warner Park,3,3,1,0,0,0,43*,53,26.50,55.79,0,0
Willowmoore Park,2,2,0,0,0,1,7,7,3.50,43.75,1,0
Overall (26),57,56,10,0,8,7,77*,1097,23.85,58.57,26,0
