0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,279.1,30,1230,44,0,3/16,27.95,38.07,4.41
Second,237.5,21,1120,34,2,5/51,32.94,41.97,4.71
Overall,517.0,51,2350,78,2,5/51,30.13,39.77,4.55
