0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Khan Shaheb Osman Ali Stadium,2,2,0,0,0,0,27,30,15.00,142.86,0,0
Shaheed Chandu Stadium,1,1,0,0,0,0,10,10,10.00,34.48,0,0
Sheikh Abu Naser Stadium,1,1,1,0,0,0,3*,3,,60.00,0,0
,,,,,,,,,,,,
