0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,18,16,3,0,1,0,66,295,22.69,76.03,14,2
Bangladesh,4,1,0,0,1,0,79,79,79.00,95.18,5,2
England,10,6,1,0,0,1,31*,87,17.40,67.97,13,4
India,11,7,4,0,1,0,50,158,52.67,122.48,9,5
Kenya,3,2,1,0,0,0,38,66,66.00,122.22,7,1
Namibia,1,1,0,0,0,0,36,36,36.00,120.00,1,0
Netherlands,3,1,0,0,0,0,24,24,24.00,96.00,6,1
New Zealand,23,18,7,0,0,0,32*,224,20.36,68.09,25,6
South Africa,27,23,4,0,0,2,25,220,11.58,63.22,21,3
Sri Lanka,31,20,3,0,0,2,41,253,14.88,73.55,32,7
United Arab Emirates,2,0,0,0,0,0,0,0,,,3,0
West Indies,20,16,4,0,0,3,47,176,14.67,63.08,24,3
Zimbabwe,13,6,2,0,0,0,39,91,22.75,91.00,22,4
Overall (13),166,117,29,0,3,8,79,1709,19.42,76.40,182,38
