0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,2,2,1,0,0,0,25,25,25.00,54.35,1,1
Bellerive Oval,1,1,1,0,0,0,11*,11,,55.00,4,0
Brisbane Cricket Ground,1,1,0,0,0,0,6,6,6.00,54.55,1,0
Harare Sports Club,3,1,1,0,1,0,94*,94,,97.92,1,0
Keenan Stadium,1,0,0,0,0,0,0,0,,,4,0
Melbourne Cricket Ground,1,1,0,0,0,0,3,3,3.00,12.00,0,0
Nahar Singh Stadium,1,1,1,0,0,0,17*,17,,100.00,0,0
Nehru Stadium (Kochi),1,1,0,0,0,0,5,5,5.00,55.56,0,0
Queens Sports Club,2,1,0,0,0,0,9,9,9.00,69.23,1,0
R Premadasa Stadium,5,4,1,0,0,1,23,43,14.33,39.45,5,3
Sinhalese Sports Club Ground,2,1,0,0,0,0,3,3,3.00,100.00,1,1
Sydney Cricket Ground,1,1,0,0,0,0,2,2,2.00,9.52,0,0
WACA Ground,2,2,1,0,0,0,36*,38,38.00,74.51,1,0
Overall (13),23,17,6,0,1,1,94*,256,23.27,60.81,19,5
