0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Australia,16.0,0,75,3,0,3/36,25.00,32.00,4.69
England,23.1,1,93,5,0,3/24,18.60,27.80,4.01
India,5.0,0,19,0,0,,,,3.80
West Indies,3.0,0,12,0,0,,,,4.00
Overall (4),47.1,1,199,8,0,3/24,24.88,35.38,4.22
