0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Bangladesh,9.0,3,27,5,1,5/27,5.40,10.80,3.00
Bermuda,15.0,0,71,4,0,3/31,17.75,22.50,4.73
Kenya,15.0,1,79,1,0,1/44,79.00,90.00,5.27
New Zealand,2.0,0,33,0,0,0/33,,,16.50
Scotland,5.0,0,30,0,0,0/30,,,6.00
West Indies,4.0,0,25,0,0,0/25,,,6.25
Overall (6),50.0,4,265,10,1,5/27,26.50,30.00,5.30
