0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,2,2,0,0,0,0,19,20,10.00,55.56,1,1
AMI Stadium,1,1,0,0,0,0,6,6,6.00,66.67,0,0
Arbab Niaz Stadium,1,1,0,0,0,0,25,25,25.00,104.17,1,0
Arnos Vale Ground,1,1,0,0,0,0,6,6,6.00,40.00,4,0
Arun Jaitley Stadium,2,2,0,0,0,1,5,5,2.50,55.56,1,0
Bellerive Oval,1,1,0,0,0,0,5,5,5.00,62.50,1,0
Boland Park,1,1,0,0,0,0,31,31,31.00,81.58,0,0
Brisbane Cricket Ground,2,2,0,1,0,0,124,158,79.00,99.37,1,0
Captain Roop Singh Stadium,1,1,1,0,0,0,2*,2,,66.67,0,0
Castle Avenue,2,2,0,0,1,0,81,94,47.00,103.30,2,0
Darren Sammy National Cricket Stadium,2,2,2,0,0,0,24*,48,,200.00,1,0
Dr YS Rajasekhara Reddy Cricket Stadium,1,1,0,0,0,0,41,41,41.00,146.43,0,0
Dubai International Cricket Stadium,2,2,0,0,0,0,48,67,33.50,79.76,2,0
Eden Gardens,2,1,0,0,0,1,0,0,0.00,,4,2
Eden Park,1,1,0,0,1,0,89,89,89.00,105.95,3,0
Edgbaston,3,3,0,0,0,1,21,25,8.33,53.19,1,0
Gaddafi Stadium,11,10,0,2,0,2,102,332,33.20,91.97,12,2
Grange Cricket Club,2,1,0,0,0,0,12,12,12.00,60.00,2,2
Green Park,2,1,0,0,0,0,2,2,2.00,100.00,2,0
Harare Sports Club,3,3,1,0,0,0,44,71,35.50,104.41,2,0
Headingley,1,1,0,0,1,0,74,74,74.00,102.78,1,0
Iqbal Stadium,4,2,0,0,0,0,26,48,24.00,70.59,4,0
Keenan Stadium,1,1,1,0,0,0,14*,14,,77.78,3,0
Kennington Oval,2,2,0,0,0,0,5,7,3.50,33.33,5,1
Kingsmead,2,2,0,0,0,1,11,11,5.50,68.75,5,1
Lord's,2,1,0,0,0,0,28,28,28.00,87.50,1,0
MA Chidambaram Stadium,1,0,0,0,0,0,0,0,,,0,0
Mahinda Rajapaksha International Cricket Stadium,1,1,0,0,1,0,55,55,55.00,82.09,1,0
Mangaung Oval,1,1,0,0,0,0,2,2,2.00,20.00,1,0
McLean Park,1,1,0,0,0,0,20,20,20.00,66.67,1,0
Melbourne Cricket Ground,1,1,0,0,0,0,4,4,4.00,100.00,1,1
Multan Cricket Stadium,6,5,0,0,0,0,36,106,21.20,85.48,6,1
National Stadium (Karachi),8,5,0,1,1,0,109,206,41.20,90.35,8,2
Nehru Stadium (Guwahati),1,1,0,0,0,0,12,12,12.00,40.00,1,0
Nehru Stadium (Kochi),1,1,0,0,0,0,17,17,17.00,100.00,0,0
Newlands,2,2,0,0,0,0,15,18,9.00,32.73,1,0
Niaz Stadium,1,0,0,0,0,0,0,0,,,2,0
Pallekele International Cricket Stadium,2,1,0,0,0,0,8,8,8.00,50.00,2,0
Providence Stadium,3,3,0,0,0,1,47,68,22.67,89.47,1,0
Punjab Cricket Association IS Bindra Stadium,4,4,0,0,0,0,19,49,12.25,79.03,6,2
Queens Sports Club,2,1,1,0,0,0,24*,24,,200.00,2,0
Queenstown Events Centre,1,0,0,0,0,0,0,0,,,0,0
R Premadasa Stadium,7,7,1,0,1,1,57,160,26.67,73.73,9,4
Rangiri Dambulla International Stadium,6,6,0,0,1,0,51,166,27.67,95.40,5,0
Rawalpindi Cricket Stadium,4,3,0,0,0,0,18,43,14.33,64.18,2,1
Riverside Ground,1,1,0,0,1,0,53,53,53.00,86.89,2,0
Sabina Park,3,3,0,0,0,1,27,42,14.00,56.76,3,2
Sardar Patel Stadium,1,1,0,0,0,0,10,10,10.00,166.67,1,0
Sawai Mansingh Stadium,1,1,0,0,0,0,20,20,20.00,66.67,1,0
Seddon Park,1,1,0,0,0,0,17,17,17.00,51.52,0,0
Sharjah Cricket Stadium,2,2,0,0,0,0,4,6,3.00,35.29,1,1
Sheikh Zayed Stadium,15,14,5,1,2,0,116*,423,47.00,98.37,13,2
Shere Bangla National Stadium,4,4,1,0,0,0,47*,125,41.67,83.89,7,0
Sinhalese Sports Club Ground,1,1,1,0,0,0,9*,9,,128.57,2,1
Sophia Gardens,1,0,0,0,0,0,0,0,,,2,0
St George's Park,1,1,0,0,0,0,6,6,6.00,42.86,0,0
SuperSport Park,4,4,0,0,0,0,44,94,23.50,82.46,7,1
Sydney Cricket Ground,3,3,0,0,0,0,16,30,10.00,52.63,0,0
The Rose Bowl,2,2,0,0,0,1,41,41,20.50,75.93,2,1
Trent Bridge,1,1,0,0,0,0,10,10,10.00,45.45,1,0
WACA Ground,2,2,0,0,0,0,17,34,17.00,55.74,4,1
Wanderers Stadium,4,4,0,0,0,0,30,81,20.25,65.32,3,2
Westpac Stadium,1,1,0,0,0,0,8,8,8.00,34.78,0,0
Willowmoore Park,1,1,0,0,0,0,48,48,48.00,94.12,0,0
Overall (64),157,138,14,5,10,10,124,3236,26.10,83.94,157,31
