0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,2,2,2,0,0,0,22*,27,,117.39,1,1
Brisbane Cricket Ground,1,0,0,0,0,0,0,0,,,0,0
Melbourne Cricket Ground,4,1,0,0,0,1,0,0,0.00,,1,0
Sawai Mansingh Stadium,1,0,0,0,0,0,0,0,,,0,0
Sharjah Cricket Stadium,4,3,0,0,0,0,11,17,5.67,68.00,0,0
Sher-I-Kashmir Stadium,1,1,0,0,0,0,1,1,1.00,20.00,2,0
Sydney Cricket Ground,5,5,1,0,1,1,50,71,17.75,75.53,8,0
WACA Ground,4,3,0,0,0,0,9,14,4.67,42.42,9,1
Overall (8),22,15,3,0,1,2,50,130,10.83,71.04,21,2
