0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Bellerive Oval,8.0,0,56,1,0,1/56,56.00,48.00,7.00
Bready Cricket Club,10.0,0,34,1,0,1/34,34.00,60.00,3.40
Civil Service Cricket Club,77.5,6,347,7,0,2/29,49.57,66.71,4.46
Greater Noida Sports Complex Ground,32.0,1,124,3,0,2/39,41.33,64.00,3.88
Harare Sports Club,75.0,4,341,11,0,3/38,31.00,40.91,4.55
ICC Global Cricket Academy,40.0,1,150,8,0,3/42,18.75,30.00,3.75
Manuka Oval,10.0,0,63,2,0,2/63,31.50,30.00,6.30
Old Hararians Sports Club,6.0,2,8,0,0,0/8,,,1.33
Rajiv Gandhi International Cricket Stadium,39.0,3,147,6,0,2/37,24.50,39.00,3.77
Saxton Oval,10.0,1,26,0,0,0/26,,,2.60
The Village,33.0,2,193,3,0,2/36,64.33,66.00,5.85
Overall (11),340.5,20,1489,42,0,3/38,35.45,48.69,4.37
