0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Australia,33.2,0,247,1,0,1/54,247.00,200.00,7.41
England,16.4,2,93,1,0,1/32,93.00,100.00,5.58
Hong Kong,7.0,2,17,2,0,2/17,8.50,21.00,2.43
India,78.0,4,326,11,0,3/62,29.64,42.55,4.18
Kenya,41.0,2,169,7,0,2/20,24.14,35.14,4.12
New Zealand,32.0,2,127,5,0,3/46,25.40,38.40,3.97
Pakistan,114.3,5,653,10,0,3/31,65.30,68.70,5.70
Scotland,9.0,2,27,2,0,2/27,13.50,27.00,3.00
South Africa,23.4,1,177,1,0,1/52,177.00,142.00,7.48
Sri Lanka,42.0,0,244,6,0,3/51,40.67,42.00,5.81
West Indies,66.0,5,341,8,0,2/15,42.63,49.50,5.17
Zimbabwe,101.0,5,444,13,1,4/19,34.15,46.62,4.40
Overall (12),564.1,30,2865,67,1,4/19,42.76,50.52,5.08
