0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,1,1,1,0,0,0,25*,25,,178.57,1,0
Arun Jaitley Stadium,1,0,0,0,0,0,0,0,,,0,0
Barabati Stadium,2,2,1,0,1,0,63,95,95.00,80.51,2,1
Bay Oval,1,1,1,0,0,0,38*,38,,100.00,4,0
Captain Roop Singh Stadium,1,1,0,0,1,0,79,79,79.00,92.94,0,0
Civil Service Cricket Club,4,2,1,0,0,0,32*,51,51.00,108.51,5,1
County Ground (Bristol),1,1,0,0,0,0,1,1,1.00,50.00,0,0
Darren Sammy National Cricket Stadium,2,1,0,0,0,0,47,47,47.00,109.30,0,0
Dr YS Rajasekhara Reddy Cricket Stadium,2,2,1,0,0,0,26*,27,27.00,67.50,1,0
Dubai International Cricket Stadium,6,5,2,0,0,0,44,146,48.67,71.22,2,0
Eden Gardens,2,1,1,0,0,0,19*,19,,86.36,0,1
Edgbaston,4,4,1,0,0,1,11*,25,8.33,67.57,3,0
Green Park,1,1,1,0,0,0,4*,4,,133.33,1,0
Harare Sports Club,5,4,1,0,1,0,69,137,45.67,80.59,5,0
Headingley,3,2,1,0,0,0,21,23,23.00,92.00,1,0
Himachal Pradesh Cricket Association Stadium,1,1,0,0,0,1,0,0,0.00,,0,0
Holkar Cricket Stadium,1,0,0,0,0,0,0,0,,,2,0
Kennington Oval,1,1,1,0,1,0,51*,51,,94.44,1,0
Khan Shaheb Osman Ali Stadium,2,2,1,0,0,0,4,6,6.00,120.00,2,1
Lord's,1,1,0,0,0,0,1,1,1.00,8.33,1,1
MA Chidambaram Stadium,1,1,0,0,0,0,8,8,8.00,47.06,2,0
Madhavrao Scindia Cricket Ground,1,1,0,0,0,0,31,31,31.00,63.27,1,0
Maharashtra Cricket Association Stadium,1,1,1,0,1,0,64*,64,,69.57,0,0
Melbourne Cricket Ground,1,0,0,0,0,0,0,0,,,0,0
Nehru Stadium (Margao),1,1,1,0,0,0,4*,4,,66.67,0,0
Newlands,1,1,0,0,0,0,14,14,14.00,60.87,0,0
Old Trafford,2,2,0,0,0,0,6,10,5.00,21.28,2,0
Punjab Cricket Association IS Bindra Stadium,1,0,0,0,0,0,0,0,,,1,0
Queen's Park Oval,3,3,0,0,0,0,23,41,13.67,66.13,4,1
Queens Sports Club,4,3,1,0,0,0,22,50,25.00,59.52,4,1
R Premadasa Stadium,2,2,0,0,0,0,16,20,10.00,58.82,0,0
Rangiri Dambulla International Stadium,7,7,0,0,1,2,66,139,19.86,65.57,4,0
Sabina Park,5,5,1,0,2,0,67,166,41.50,71.86,1,0
Sardar Patel Stadium,1,1,0,0,0,0,11,11,11.00,100.00,0,0
Sawai Mansingh Stadium,1,1,0,0,0,0,44,44,44.00,78.57,0,0
Seddon Park,1,1,0,0,0,1,0,0,0.00,,1,0
Shere Bangla National Stadium,6,6,2,0,1,0,58*,190,47.50,87.96,5,0
Sir Vivian Richards Stadium,1,1,0,0,0,0,2,2,2.00,10.53,0,0
Sophia Gardens,2,1,0,0,0,0,14,14,14.00,93.33,0,0
St George's Park,1,1,0,0,0,0,17,17,17.00,44.74,0,0
SuperSport Park,1,1,0,0,0,0,11,11,11.00,73.33,1,0
Sydney Cricket Ground,1,1,0,0,0,0,12,12,12.00,57.14,0,0
The Rose Bowl,2,1,1,0,0,0,44*,44,,97.78,3,0
Titwood,1,1,0,0,0,0,14,14,14.00,53.85,0,0
Vidarbha Cricket Association Ground,1,0,0,0,0,0,0,0,,,0,0
Wanderers Stadium,1,1,0,0,0,0,34,34,34.00,43.04,1,0
Wankhede Stadium,2,2,0,0,0,1,37,37,18.50,69.81,3,0
Overall (47),94,79,21,0,9,6,79,1752,30.21,73.24,64,7
