0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Afghanistan,2,2,1,0,0,0,44,65,65.00,69.89,2,0
Australia,4,3,1,0,0,1,25*,37,18.50,90.24,2,0
Bangladesh,7,7,3,0,1,0,58*,146,36.50,82.02,6,1
England,9,8,2,0,0,1,44*,79,13.17,66.39,6,1
Hong Kong,1,1,0,0,0,0,33,33,33.00,86.84,0,0
Ireland,1,0,0,0,0,0,0,0,,,2,1
Kenya,1,0,0,0,0,0,0,0,,,3,0
New Zealand,9,9,3,0,1,2,64*,167,27.83,69.01,11,0
Pakistan,4,3,2,0,0,0,31*,65,65.00,66.33,1,0
Scotland,1,1,0,0,0,0,14,14,14.00,53.85,0,0
South Africa,10,9,1,0,1,0,79,241,30.13,83.10,4,0
Sri Lanka,25,20,4,0,1,2,66,408,25.50,70.71,11,4
West Indies,13,11,2,0,4,0,67,355,39.44,71.57,7,0
Zimbabwe,7,5,2,0,1,0,69,142,47.33,73.20,9,0
Overall (14),94,79,21,0,9,6,79,1752,30.21,73.24,64,7
