0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,1,1,0,0,0,0,46,46,46.00,92.00,0,0
Headingley,2,2,0,0,0,0,46,53,26.50,71.62,2,0
Kennington Oval,2,2,0,1,0,0,101,108,54.00,82.44,1,0
Lord's,1,1,0,0,0,0,40,40,40.00,166.67,0,0
Overall (4),6,6,0,1,0,0,101,247,41.17,88.53,3,0
