0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Arnos Vale Ground,1,1,0,0,0,0,6,6,6.00,100.00,1,0
Bangabandhu National Stadium,1,0,0,0,0,0,0,0,,,0,0
Boland Park,1,1,0,0,0,0,38,38,38.00,82.61,0,0
Buffalo Park,1,1,1,0,0,0,7*,7,,63.64,0,1
"Cricket, Skating & Curling Club",6,3,0,0,0,0,9,14,4.67,27.45,8,0
Gaddafi Stadium,1,1,0,0,0,0,20,20,20.00,42.55,0,0
Kensington Oval,1,1,0,0,0,0,14,14,14.00,77.78,0,0
Kingsmead,1,1,0,0,0,0,3,3,3.00,30.00,1,0
Mangaung Oval,1,1,0,0,1,0,55,55,55.00,114.58,0,0
National Stadium (Karachi),1,1,0,0,0,0,26,26,26.00,81.25,0,0
Niaz Stadium,1,1,0,0,0,1,0,0,0.00,,0,0
Punjab Cricket Association IS Bindra Stadium,1,1,0,0,0,0,18,18,18.00,35.29,2,0
Queen's Park Oval,1,0,0,0,0,0,0,0,,,3,1
R Premadasa Stadium,2,2,1,0,0,0,12,13,13.00,50.00,2,0
Reliance Stadium,1,1,1,0,0,0,2*,2,,100.00,0,0
Sharjah Cricket Stadium,7,7,1,0,0,1,29,98,16.33,66.67,4,1
Sinhalese Sports Club Ground,2,0,0,0,0,0,0,0,,,1,0
St George's Park,1,1,0,0,0,0,8,8,8.00,50.00,0,0
SuperSport Park,1,1,0,0,0,0,10,10,10.00,66.67,1,0
Vidarbha Cricket Association Ground,1,1,0,0,0,0,22,22,22.00,129.41,1,0
Wankhede Stadium,1,1,0,0,0,0,8,8,8.00,53.33,3,0
Overall (21),34,27,4,0,1,2,55,362,15.74,64.64,27,3
