0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,2,2,0,0,0,1,2,2,1.00,15.38,0,0
Pakistan,1,1,0,0,0,0,3,3,3.00,60.00,1,0
South Africa,1,1,0,0,0,0,8,8,8.00,29.63,1,0
Sri Lanka,1,1,0,0,0,0,30,30,30.00,55.56,0,0
West Indies,1,1,0,0,0,0,12,12,12.00,50.00,0,0
Overall (5),6,6,0,0,0,1,30,55,9.17,44.72,2,0
