0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,4,4,0,1,0,0,107,185,46.25,67.77,4,0
Bangladesh,4,4,0,0,0,0,25,64,16.00,58.18,6,0
England and Wales,2,2,0,0,1,0,82,95,47.50,74.22,1,0
India,15,14,0,1,2,1,119,407,29.07,75.79,9,0
Ireland,53,52,0,2,7,2,112,1317,25.33,67.02,17,0
Kenya,9,9,2,2,1,0,112*,402,57.43,74.58,5,0
Netherlands,2,2,0,0,1,0,79,109,54.50,67.28,4,0
New Zealand,2,2,0,0,1,0,67,90,45.00,66.18,1,0
Scotland,4,4,0,0,1,0,50,130,32.50,66.67,0,0
South Africa,5,5,1,2,0,1,104*,239,59.75,86.91,3,0
United Arab Emirates,13,12,0,2,1,2,139,450,37.50,77.45,3,0
West Indies,11,11,0,0,1,2,85,207,18.82,48.48,5,0
Zimbabwe,12,12,0,1,1,1,111,342,28.50,69.80,5,0
,,,,,,,,,,,,
