0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Afghanistan,26,25,0,1,1,1,119,527,21.08,63.19,10,0
Australia,5,5,0,0,0,1,39,68,13.60,69.39,1,0
Bangladesh,10,9,0,1,2,0,108,379,42.11,74.02,6,0
Bermuda,1,1,1,1,0,0,112*,112,,78.87,0,0
Canada,5,5,1,1,2,0,104*,255,63.75,79.44,2,0
England,9,9,0,1,1,1,112,281,31.22,64.16,2,0
India,3,3,0,0,2,0,75,158,52.67,65.02,1,0
Kenya,9,9,1,1,1,0,104*,316,39.50,72.98,8,0
Netherlands,6,6,0,0,3,0,84,328,54.67,73.38,8,0
New Zealand,3,3,0,0,0,0,48,71,23.67,80.68,2,0
Pakistan,7,7,0,1,0,0,107,172,24.57,57.33,3,0
Papua New Guinea,1,1,0,1,0,0,111,111,111.00,83.46,1,0
Scotland,14,13,0,1,2,2,101,299,23.00,75.89,1,0
South Africa,5,5,0,0,0,1,17,49,9.80,51.58,3,0
Sri Lanka,4,4,0,0,1,0,73,135,33.75,55.33,1,0
United Arab Emirates,6,6,0,2,2,0,139,472,78.67,85.05,2,0
West Indies,9,9,0,0,0,2,25,88,9.78,53.66,4,0
Zimbabwe,13,13,0,0,0,1,49,216,16.62,57.29,8,0
Overall (18),136,133,3,11,17,9,139,4037,31.05,69.39,63,0
