0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,2.0,0,22,0,0,,,,11.00
Second,1.2,1,3,1,0,1/0,3.00,8.00,2.25
Overall,3.2,1,25,1,0,1/0,25.00,20.00,7.50
