0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,187.5,11,735,34,2,5/50,21.62,33.15,3.91
Second,171.0,18,679,29,1,4/24,23.41,35.38,3.97
Overall,358.5,29,1414,63,3,5/50,22.44,34.17,3.94
