0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Galle International Stadium,1,1,0,0,0,0,24,24,24.00,77.42,0,0
Harare Sports Club,1,1,0,0,0,0,7,7,7.00,50.00,0,0
Jinnah Stadium (Gujwranwala),1,1,0,0,0,0,12,12,12.00,150.00,0,0
National Stadium (Karachi),1,1,0,0,0,0,5,5,5.00,83.33,1,0
R Premadasa Stadium,4,3,1,0,0,0,24*,39,19.50,53.42,3,0
Rangiri Dambulla International Stadium,1,1,1,0,0,0,6*,6,,100.00,1,0
Sharjah Cricket Stadium,5,5,0,0,0,0,38,90,18.00,68.18,3,0
Sinhalese Sports Club Ground,1,0,0,0,0,0,0,0,,,1,0
Overall (8),15,13,2,0,0,0,38,183,16.64,67.78,9,0
