0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
"Cricket, Skating & Curling Club",2,2,1,0,0,0,17,20,20.00,80.00,2,0
Hazelaarweg,2,1,0,0,0,1,0,0,0.00,,3,0
Sportpark Westvliet,1,0,0,0,0,0,0,0,,,0,0
VRA Ground,3,2,0,0,0,0,18,24,12.00,46.15,4,0
Overall (4),8,5,1,0,0,1,18,44,11.00,57.14,9,0
