0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Bangladesh,27.3,3,98,2,0,2/25,49.00,82.50,3.56
West Indies,8.0,1,49,0,0,0/15,,,6.13
Overall (2),35.3,4,147,2,0,2/25,73.50,106.50,4.14
