0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Aga Khan Sports Club Ground,3,3,0,0,1,0,51,60,20.00,37.97,0,0
Asgiriya Stadium,1,1,0,0,0,0,27,27,27.00,117.39,0,0
Bangabandhu National Stadium,1,1,0,0,0,1,0,0,0.00,,1,0
Barabati Stadium,1,1,0,0,0,0,29,29,29.00,56.86,0,0
County Ground (Southampton),1,1,0,0,0,0,3,3,3.00,12.50,1,0
Eden Gardens,1,1,0,0,0,0,10,10,10.00,66.67,0,0
Gymkhana Club Ground,6,6,0,1,0,1,122,190,31.67,83.33,1,0
Indira Priyadarshini Stadium,1,1,0,0,0,0,5,5,5.00,71.43,0,0
Lal Bahadur Shastri Stadium,1,1,0,0,0,0,36,36,36.00,61.02,0,0
M Chinnaswamy Stadium,1,1,0,0,0,0,32,32,32.00,80.00,0,0
Moin-ul-Haq Stadium,2,1,0,0,0,0,34,34,34.00,51.52,0,0
Nehru Stadium (Pune),1,1,0,0,0,0,8,8,8.00,114.29,1,0
Overall (12),20,19,0,1,1,2,122,434,22.84,63.36,4,0
