0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Boland Park,1,1,0,0,0,0,45,45,45.00,57.69,0,0
Diamond Oval,1,1,0,0,0,0,12,12,12.00,36.36,1,0
Dr YS Rajasekhara Reddy Cricket Stadium,1,1,0,0,0,1,0,0,0.00,,0,0
Dubai International Cricket Stadium,1,0,0,0,0,0,0,0,,,0,0
Eden Park,1,1,0,0,0,0,1,1,1.00,10.00,3,0
Harare Sports Club,1,1,0,0,0,0,19,19,19.00,111.76,0,0
JSCA International Stadium Complex,1,1,0,0,0,0,14,14,14.00,66.67,2,0
Mahinda Rajapaksha International Cricket Stadium,2,1,0,0,0,0,15,15,15.00,57.69,4,0
Manuka Oval,1,1,0,0,0,0,17,17,17.00,77.27,0,0
McLean Park,1,1,0,0,0,0,7,7,7.00,30.43,0,0
Melbourne Cricket Ground,1,1,0,0,0,0,8,8,8.00,61.54,0,0
Pallekele International Cricket Stadium,2,2,1,0,2,0,96*,151,151.00,86.78,1,0
Queens Sports Club,1,1,0,0,0,1,0,0,0.00,,0,0
Rangiri Dambulla International Stadium,3,2,0,0,1,0,55,57,28.50,72.15,2,0
Sabina Park,2,2,1,0,2,0,72*,132,132.00,82.50,2,0
Seddon Park,1,1,0,0,0,0,2,2,2.00,33.33,0,0
Senwes Park,1,1,0,0,0,0,20,20,20.00,50.00,1,0
Shere Bangla National Stadium,4,4,0,0,0,1,20,27,6.75,36.49,2,0
Sydney Cricket Ground,1,1,0,0,0,0,6,6,6.00,46.15,2,0
Warner Park,1,1,0,0,0,0,40,40,40.00,85.11,0,0
Overall (20),28,25,2,0,5,3,96*,573,24.91,68.38,20,0
