0,1,2,3,4,5,6,7,8,9,10,11
Position,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
6,1,0,0,0,1,0,0,0.00,,0,0
7,1,0,0,0,0,12,12,12.00,150.00,0,0
8,11,1,0,0,0,34,190,19.00,83.70,9,0
9,32,10,0,0,1,33,284,12.91,96.27,6,0
10,3,1,0,0,1,8,14,7.00,63.64,1,0
Overall,48,12,0,0,3,34,500,13.89,90.42,29,0
