0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
England,90.0,0,427,10,0,2/23,42.70,54.00,4.74
India,62.0,4,283,4,0,2/31,70.75,93.00,4.56
Ireland,10.0,0,40,2,0,2/40,20.00,30.00,4.00
Kenya,10.0,0,39,4,1,4/39,9.75,15.00,3.90
New Zealand,43.0,0,222,9,0,3/37,24.67,28.67,5.16
Pakistan,94.4,5,431,12,0,3/41,35.92,47.33,4.55
Scotland,5.0,0,13,1,0,1/13,13.00,30.00,2.60
South Africa,75.1,1,383,11,1,4/29,34.82,41.00,5.10
Sri Lanka,9.0,0,48,1,0,1/48,48.00,54.00,5.33
West Indies,55.1,2,266,9,0,3/28,29.56,36.78,4.82
Overall (10),454.0,12,2152,63,2,4/29,34.16,43.24,4.74
