0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,16,14,4,0,6,0,81,550,55.00,84.10,4,0
Bangladesh,13,12,2,0,1,2,64,289,28.90,69.47,3,0
England and Wales,18,16,1,1,5,3,105*,502,33.47,79.81,8,1
India,2,2,0,0,0,0,9,14,7.00,31.82,0,1
Ireland,3,3,1,1,0,0,100*,142,71.00,82.56,5,1
New Zealand,11,9,1,0,1,1,50,118,14.75,57.84,4,0
Scotland,1,1,0,0,0,0,24,24,24.00,80.00,2,0
South Africa,8,8,1,0,2,0,92*,273,39.00,67.08,3,0
Sri Lanka,50,44,8,1,6,4,102,1162,32.28,75.06,20,3
United Arab Emirates,15,15,1,0,1,1,64*,328,23.43,68.76,5,0
West Indies,5,4,0,0,0,0,26,54,13.50,50.94,1,0
Zimbabwe,4,4,2,1,0,0,111,143,71.50,85.12,4,1
,,,,,,,,,,,,
