0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Afghanistan,1,1,0,0,0,0,26,26,26.00,63.41,0,0
Australia,20,19,4,1,5,0,102,649,43.27,79.73,7,1
Bangladesh,13,10,1,0,2,1,64,266,29.56,72.28,5,1
England,21,18,2,1,7,1,105*,702,43.88,84.99,8,1
India,19,17,2,1,2,2,111,445,29.67,72.71,2,1
Ireland,3,3,1,1,0,0,100*,142,71.00,82.56,5,1
New Zealand,16,14,1,0,1,3,50,185,14.23,60.46,5,0
Pakistan,29,28,4,0,3,4,65*,637,26.54,71.82,13,1
Scotland,1,1,0,0,0,0,24,24,24.00,80.00,2,0
South Africa,14,12,2,0,2,0,92*,358,35.80,65.69,5,0
West Indies,4,4,1,0,0,0,23,61,20.33,61.00,3,0
Zimbabwe,5,5,3,0,0,0,38*,104,52.00,67.53,4,1
Overall (12),146,132,21,4,22,11,111,3599,32.42,74.13,59,7
