0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,38.0,2,177,7,1,4/59,25.29,32.57,4.66
Second,39.1,4,190,2,0,1/28,95.00,117.50,4.85
Overall,77.1,6,367,9,1,4/59,40.78,51.44,4.76
