0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Arun Jaitley Stadium,10.0,0,51,1,0,1/51,51.00,60.00,5.10
Basin Reserve,18.0,1,96,4,1,4/53,24.00,27.00,5.33
Bay Oval,29.2,2,179,8,1,5/40,22.38,22.00,6.10
Castle Avenue,10.0,0,49,0,0,0/49,,,4.90
Dubai International Cricket Stadium,10.0,0,53,1,0,1/53,53.00,60.00,5.30
Eden Park,24.0,2,125,5,0,3/41,25.00,28.80,5.21
Edgbaston,27.0,2,132,0,0,0/25,,,4.89
Hagley Oval,41.4,6,166,11,2,4/33,15.09,22.73,3.98
Harare Sports Club,17.0,2,103,0,0,0/45,,,6.06
Kennington Oval,9.2,0,47,4,1,4/47,11.75,14.00,5.04
Lord's,10.0,2,40,1,0,1/40,40.00,60.00,4.00
Manuka Oval,10.0,0,91,0,0,0/91,,,9.10
McLean Park,9.0,1,48,2,0,2/48,24.00,27.00,5.33
Melbourne Cricket Ground,9.1,0,46,2,0,2/46,23.00,27.50,5.02
Old Trafford,19.0,1,113,4,0,3/37,28.25,28.50,5.95
Punjab Cricket Association IS Bindra Stadium,9.2,0,56,2,0,2/56,28.00,28.00,6.00
Riverside Ground,15.0,0,91,3,0,2/54,30.33,30.00,6.07
Saxton Oval,16.0,0,115,2,0,2/53,57.50,48.00,7.19
Seddon Park,35.4,4,164,7,0,3/60,23.43,30.57,4.60
Sharjah Cricket Stadium,19.0,0,114,7,1,4/45,16.29,16.29,6.00
Sheikh Zayed Stadium,19.0,1,98,6,1,5/30,16.33,19.00,5.16
Sophia Gardens,7.0,0,29,3,0,3/29,9.67,14.00,4.14
Sydney Cricket Ground,10.0,0,74,2,0,2/74,37.00,30.00,7.40
The Cooper Associates County Ground,8.0,0,50,0,0,0/50,,,6.25
The Rose Bowl,10.0,0,64,2,0,2/64,32.00,30.00,6.40
The Village,8.0,1,36,3,0,3/36,12.00,16.00,4.50
Trent Bridge,10.0,0,77,2,0,2/77,38.50,30.00,7.70
Westpac Stadium,30.0,2,130,10,2,4/35,13.00,18.00,4.33
Overall (28),450.3,27,2437,92,9,5/30,26.49,29.38,5.41
