0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,2,2,0,0,1,0,66,69,34.50,76.67,1,0
Arnos Vale Ground,2,2,0,0,0,1,26,26,13.00,38.24,0,0
Bellerive Oval,1,1,0,1,0,0,104,104,104.00,75.36,1,0
Brisbane Cricket Ground,1,1,0,0,1,0,52,52,52.00,73.24,1,0
Civil Service Cricket Club,1,0,0,0,0,0,0,0,,,0,0
Darren Sammy National Cricket Stadium,2,2,0,0,1,0,53,77,38.50,80.21,0,0
Kennington Oval,1,1,0,0,0,0,12,12,12.00,40.00,0,0
Melbourne Cricket Ground,1,1,0,0,0,0,2,2,2.00,22.22,1,0
Old Trafford,1,1,0,0,0,0,3,3,3.00,21.43,0,0
Riverside Ground,1,1,0,0,0,1,0,0,0.00,,0,0
Sydney Cricket Ground,2,2,0,0,0,0,16,23,11.50,52.27,0,0
Overall (11),15,14,0,1,3,2,104,368,26.29,65.60,4,0
