0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Australia,43.0,3,233,7,0,3/32,33.29,36.86,5.42
Bangladesh,10.0,1,33,2,0,2/33,16.50,30.00,3.30
England,51.2,0,309,4,0,3/35,77.25,77.00,6.02
India,51.3,0,300,3,0,3/53,100.00,103.00,5.83
Ireland,14.4,1,76,3,0,2/32,25.33,29.33,5.18
New Zealand,24.2,0,124,1,0,1/30,124.00,146.00,5.10
Pakistan,111.2,4,563,11,0,2/36,51.18,60.73,5.06
Scotland,8.0,0,57,0,0,0/57,,,7.13
South Africa,10.0,0,72,1,0,1/72,72.00,60.00,7.20
Overall (9),324.1,9,1767,32,0,3/32,55.22,60.78,5.45
