0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,27.0,0,153,4,0,3/48,38.25,40.50,5.67
Second,24.0,1,143,2,0,1/30,71.50,72.00,5.96
Overall,51.0,1,296,6,0,3/48,49.33,51.00,5.80
