0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,36.0,6,96,4,0,1/15,24.00,54.00,2.67
Albion Sports Complex,10.0,0,62,1,0,1/62,62.00,60.00,6.20
AMI Stadium,17.0,3,66,5,1,5/32,13.20,20.40,3.88
Basin Reserve,10.0,2,17,5,1,5/17,3.40,12.00,1.70
Bellerive Oval,10.0,1,52,1,0,1/52,52.00,60.00,5.20
Brabourne Stadium,10.0,3,22,4,1,4/22,5.50,15.00,2.20
Brisbane Cricket Ground,14.0,2,66,4,0,3/27,16.50,21.00,4.71
Carisbrook,10.0,3,22,3,0,3/22,7.33,20.00,2.20
Eden Park,20.0,5,75,3,0,2/34,25.00,40.00,3.75
Edgbaston,11.0,1,46,1,0,1/46,46.00,66.00,4.18
Gaddafi Stadium,8.0,1,29,0,0,0/29,,,3.63
Headingley,11.0,3,19,2,0,2/19,9.50,33.00,1.73
Lal Bahadur Shastri Stadium,7.0,1,28,0,0,0/28,,,4.00
Lord's,11.0,2,36,3,0,3/36,12.00,22.00,3.27
M Chinnaswamy Stadium,6.0,2,23,0,0,0/23,,,3.83
MA Chidambaram Stadium,5.0,0,19,1,0,1/19,19.00,30.00,3.80
Melbourne Cricket Ground,129.5,13,450,20,0,3/29,22.50,38.95,3.47
National Stadium (Karachi),6.0,2,22,1,0,1/22,22.00,36.00,3.67
Nehru Stadium (Margao),9.0,1,41,1,0,1/41,41.00,54.00,4.56
Niaz Stadium,8.0,0,63,3,0,3/63,21.00,16.00,7.88
Old Trafford,11.0,2,38,1,0,1/38,38.00,66.00,3.45
Queen's Park Oval,9.0,2,39,1,0,1/39,39.00,54.00,4.33
Seddon Park,7.0,0,13,0,0,0/13,,,1.86
Sharjah Cricket Stadium,29.0,2,139,6,0,2/35,23.17,29.00,4.79
Sydney Cricket Ground,90.0,9,343,9,0,2/22,38.11,60.00,3.81
Trent Bridge,9.0,2,38,1,0,1/38,38.00,54.00,4.22
WACA Ground,58.0,7,192,9,0,3/25,21.33,38.67,3.31
Overall (27),561.5,75,2056,89,3,5/17,23.10,37.88,3.66
