0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,2.0,1,10,1,0,1/10,10.00,12.00,5.00
Bay Oval,9.0,0,53,0,0,0/53,,,5.89
County Ground (Bristol),10.0,0,74,2,0,2/74,37.00,30.00,7.40
Darren Sammy National Cricket Stadium,0.1,0,4,0,0,0/4,,,24.00
Hagley Oval,5.5,0,46,2,0,2/46,23.00,17.50,7.89
Headingley,6.0,0,40,0,0,0/40,,,6.67
Kensington Oval,10.0,0,62,0,0,0/62,,,6.20
Optus Stadium,9.2,0,35,5,1,5/35,7.00,11.20,3.75
Pallekele International Cricket Stadium,13.0,1,67,4,0,3/17,16.75,19.50,5.15
R Premadasa Stadium,8.0,0,71,2,0,2/71,35.50,24.00,8.88
Seddon Park,10.0,0,65,1,0,1/65,65.00,60.00,6.50
The Rose Bowl,10.0,1,62,1,0,1/62,62.00,60.00,6.20
The Village,8.1,1,35,3,0,3/35,11.67,16.33,4.29
Trent Bridge,10.0,0,75,4,1,4/75,18.75,15.00,7.50
University Oval,8.3,0,57,2,0,2/57,28.50,25.50,6.71
Westpac Stadium,7.0,0,49,0,0,0/49,,,7.00
Overall (16),127.0,4,805,27,2,5/35,29.81,28.22,6.34
