0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,7,7,0,0,1,0,57,164,23.43,83.67,2,0
England and Wales,40,39,3,3,6,3,171,1304,36.22,103.82,15,0
India,2,2,0,0,0,0,14,23,11.50,76.67,0,0
Ireland,1,0,0,0,0,0,0,0,,,0,0
New Zealand,1,1,0,0,1,0,61,61,61.00,82.43,1,0
Scotland,1,1,0,0,1,0,52,52,52.00,92.86,0,0
South Africa,5,5,0,1,4,0,112,383,76.60,89.49,2,0
Sri Lanka,5,5,0,0,0,2,27,46,9.20,65.71,1,0
United Arab Emirates,4,4,0,1,0,0,109,171,42.75,84.65,2,0
West Indies,4,3,0,1,1,0,110,215,71.67,100.00,4,0
,,,,,,,,,,,,
