0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Edgbaston,1,1,0,0,0,1,0,0,0.00,,0,0
Headingley,1,1,0,0,0,0,31,31,31.00,43.66,0,0
Kennington Oval,2,2,0,0,0,0,19,25,12.50,45.45,1,0
Trent Bridge,1,1,0,0,0,0,14,14,14.00,45.16,0,0
Overall (4),5,5,0,0,0,1,31,70,14.00,44.03,1,0
